Record ID#,Jurisdiction Name,State,Jurisdiction Type,Date,Description,Finance Mechanism,"""Other"" Comment",Purpose,Total Funds at Stake,Conservation Funds at Stake,Total Funds Approved,Conservation Funds Approved,Pass?,Status,VotesYes,VotesNo,Total Votes,% Yes,% No,Notes,Expiration?,Year of Expiration,Year of Renewal,FIPS1,FIPS,Related Code - Political DB
6365,Hamilton,MA,Municipal,11/5/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$5,880,120 ","$1,960,040 ",,,no,Fail,"1,527","1,798","3,325",45.92%,54.08%,Initiative petition,no,,,2500927900,2500927900,
6366,Great Barrington,MA,Municipal,5/13/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$3,551,360 ","$1,183,787 ",,,no,Fail,581,715,"1,296",44.83%,55.17%,Berkshire County,no,,,2500326815,2500326815,
6367,Grafton,MA,Municipal,5/6/2002,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$2,061,920 ","$687,307 ","$2,061,920 ","$687,307 ",yes,Pass,"1,566",937,"2,503",62.56%,37.44%,,no,,,2502726430,2502726430,
6368,Essex,MA,Municipal,5/13/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$2,426,960 ","$808,987 ",,,no,Fail,221,304,525,42.10%,57.90%,,no,,,2500921850,2500921850,
6369,Dover,MA,Municipal,5/20/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$8,941,760 ","$2,980,587 ",,,no,Fail,292,766,"1,058",27.60%,72.40%,Initiative petition,no,,,2502117405,2502117405,
6370,Dartmouth,MA,Municipal,4/1/2002,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,open space,"$5,633,600 ","$1,877,867 ","$5,633,600 ","$1,877,867 ",yes,Pass,"1,741","1,021","2,762",63.03%,36.97%,,no,,,2500516425,2500516425,
6371,Chatham,MA,Municipal,5/16/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$8,520,500 ","$2,840,167 ","$8,520,500 ","$2,840,167 ",yes,Pass,828,800,"1,628",50.86%,49.14%,,no,,,2500112995,2500112995,
6372,Buckland,MA,Municipal,5/6/2002,"Community Preservation Act, 1% property tax surcharge",Property tax,,open space,"$382,820 ","$127,607 ",,,no,Fail,154,195,349,44.13%,55.87%,,no,,,2501109595,2501109595,
6373,Bridgewater,MA,Municipal,4/27/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$5,584,440 ","$1,861,480 ",,,no,Fail,"2,555","2,670","5,225",48.90%,51.10%,,no,,,2502308085,2502308085,
6374,Braintree,MA,Municipal,4/2/2002,"Community Preservation Act, 1% property tax surcharge",Property tax,,open space,"$6,722,000 ","$2,240,667 ","$6,722,000 ","$2,240,667 ",yes,Pass,"3,751","2,353","6,104",61.45%,38.55%,,no,,,2502107665,2502107665,
6375,Ashland,MA,Municipal,5/7/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$7,587,980 ","$2,529,327 ","$7,587,980 ","$2,529,327 ",yes,Pass,"1,405","1,357","2,762",50.87%,49.13%,,no,,,2501702130,2501702130,
6376,Ashby,MA,Municipal,4/22/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$694,220 ","$231,407 ",,,no,Fail,250,416,666,37.54%,62.46%,,no,,,2501701955,2501701955,
6377,Acton,MA,Municipal,11/5/2002,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,open space,"$8,747,260 ","$2,915,753 ","$8,747,260 ","$2,915,753 ",yes,Pass,"4,656","3,813","8,469",54.98%,45.02%,,no,,,2501700380,2501700380,
6386,Westfield,MA,Municipal,11/5/2002,"Community Preservation Act, 1% property tax surcharge",Property tax,,open space,"$3,531,760 ","$1,177,253 ","$3,531,760 ","$1,177,253 ",yes,Pass,"5,910","5,864","11,774",50.20%,49.80%,,no,,,2501376030,2501376030,
6387,Whitman,MA,Municipal,5/18/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$2,886,000 ","$962,000 ",,,no,Fail,927,"1,271","2,198",42.17%,57.83%,,no,,,2502379530,2502379530,
6388,Wellesley,MA,Municipal,11/5/2002,"Community Preservation Act, 1% property tax surcharge",Property tax,,open space,"$9,390,580 ","$3,130,193 ","$9,390,580 ","$3,130,193 ",yes,Pass,"7,565","3,448","11,013",68.69%,31.31%,,no,,,2502174175,2502174175,
6389,Wilbraham,MA,Municipal,5/11/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$5,583,520 ","$1,861,173 ",,,no,Fail,581,"1,138","1,719",33.80%,66.20%,,no,,,2501379740,2501379740,
6390,Williamstown,MA,Municipal,5/14/2002,"Community Preservation Act, 2% property tax surcharge",Property tax,,open space,"$2,057,160 ","$685,720 ","$2,057,160 ","$685,720 ",yes,Pass,868,716,"1,584",54.80%,45.20%,,no,,,2500379985,2500379985,
6391,Southwick,MA,Municipal,11/5/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$1,915,280 ","$638,427 ","$1,915,280 ","$638,427 ",yes,Pass,"1,503","1,392","2,895",51.92%,48.08%,,no,,,2501365825,2501365825,
6392,Sherborn,MA,Municipal,5/14/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$7,329,900 ","$2,443,300 ",,,no,Fail,329,927,"1,256",26.19%,73.81%,Initiative petition,no,,,2501761380,2501761380,
6393,Westport,MA,Municipal,3/11/2002,"Community Preservation Act, 2% property tax surcharge",Property tax,,open space,"$5,348,940 ","$1,782,980 ","$5,348,940 ","$1,782,980 ",yes,Pass,"2,462","1,309","3,771",65.29%,34.71%,,no,,,2500577570,2500577570,
6394,Sharon,MA,Municipal,5/7/2002,"Community Preservation Act, 1% property tax surcharge",Property tax,,open space,"$3,910,120 ","$1,303,373 ",,,no,Fail,"2,701","2,936","5,637",47.92%,52.08%,,no,,,2502160785,2502160785,
6395,Scituate,MA,Municipal,3/30/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$9,809,520 ","$3,269,840 ","$9,809,520 ","$3,269,840 ",yes,Pass,"3,090","2,240","5,330",57.97%,42.03%,,no,,,2502360330,2502360330,
6396,Rockport,MA,Municipal,4/16/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,Open space,"$4,735,000 ","$1,578,333 ","$4,735,000 ","$1,578,333 ",yes,Pass,"1,057",961,"2,018",52.38%,47.62%,,no,,,2500957880,2500957880,
6397,Rehoboth,MA,Municipal,4/1/2002,"Community Preservation Act, 2% property tax surcharge",Property tax,,open space,"$3,922,320 ","$1,307,440 ",,,no,Fail,541,844,"1,385",39.06%,60.94%,,no,,,2500556375,2500556375,
6398,Reading,MA,Municipal,4/2/2002,"Community Preservation Act, 1% property tax surcharge",Property tax,,open space,"$4,312,600 ","$1,437,533 ",,,no,Fail,"2,931","3,009","5,940",49.34%,50.66%,,no,,,2501756130,2501756130,
6399,Plymouth,MA,Municipal,5/11/2002,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,open space,"$19,240,940 ","$6,413,647 ","$19,240,940 ","$6,413,647 ",yes,Pass,"6,892","4,597","11,489",59.99%,40.01%,,no,,,2502354310,2502354310,
6400,Norwell,MA,Municipal,3/16/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$9,094,940 ","$3,031,647 ","$9,094,940 ","$3,031,647 ",yes,Pass,997,571,"1,568",63.58%,36.42%,,no,,,2502350145,2502350145,
6401,Norton,MA,Municipal,4/29/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$4,985,940 ","$1,661,980 ",,,no,Fail,599,"1,133","1,732",34.58%,65.42%,,no,,,2500549970,2500549970,
6402,North Attleborough,MA,Municipal,4/1/2002,"Community Preservation Act,  3% property tax surcharge ",Property tax,,open space,"$5,857,300 ","$1,952,433 ",,,no,Fail,"1,689","3,072","4,761",35.48%,64.52%,,no,,,2500546575,2500546575,
6403,Newburyport,MA,Municipal,11/5/2002,"Community Preservation Act, 2% property tax surcharge",Property tax,,open space,"$7,251,980 ","$2,417,327 ","$7,251,980 ","$2,417,327 ",yes,Pass,"3,827","3,705","7,532",50.81%,49.19%,Initiative petition,no,,,2500945245,2500945245,
9601,Harvard,MA,Municipal,4/9/2002,"Community Preservation Act, 1.9% property tax surcharge ",Property tax,,Open space,"$4,373,560 ","$1,457,853 ",,,no,Fail,462,504,966,47.83%,52.17%,,no,,,2502728950,2502728950,
6257,Barrington Park District,IL,Special District,3/19/2002,Bond to acquire and preserve 55-acre parcel for recreation,Bond,,Recreation,"$11,500,000 ","$11,500,000 ","$11,500,000 ","$11,500,000 ",yes,Pass,"2,242","1,407","3,649",61.44%,38.56%,Lake County,no,,,,,
6258,Frankfort Square Park District,IL,Special District,3/19/2002,Bond for park district including acquisition,Bond,,Parks,"$5,001,396 ","$1,250,349 ","$5,001,396 ","$1,250,349 ",yes,Pass,"1,757",801,"2,558",68.69%,31.31%,Will and Cook Counties,no,,,,,
6259,Fremont Township,IL,Municipal,3/19/2002,"Bond to create open space district to purchase farmland, open space",Bond,,"open space, farmland","$10,000,000 ","$10,000,000 ",,,no,Fail,"2,778","3,622","6,400",43.41%,56.59%,Lake County,no,,,1709727923,1709727923,
6260,Kendall County Forest Preserve District,IL,County,11/5/2002,"Open Space Bond; Bond to purchase open space, drinking water supplies, natural corridors, wildlife habitat",Bond,,"Open space, watershed protection","$5,000,000 ","$5,000,000 ","$5,000,000 ","$5,000,000 ",yes,Pass,"12,706","7,301","20,007",63.51%,36.49%,,no,,,17093,17093,17093
6261,Lake Forest,IL,Municipal,11/5/2002,Bond to Acquire Open Space,Bond,,open space,"$6,000,000 ","$6,000,000 ","$6,000,000 ","$6,000,000 ",yes,Pass,"5,436","2,409","7,845",69.29%,30.71%,Lake County,no,,,1741105,1741105,
6262,Wilmette Park District,IL,Municipal,3/19/2002,Bond to preserve historic buildings and acquire open space,Bond,,Open space,"$25,000,000 ","$25,000,000 ","$25,000,000 ","$25,000,000 ",yes,Pass,"5,078","4,146","9,224",55.05%,44.95%,Cook County,no,,,1782075,1782075,
6237,Maui County,HI,County,11/5/2002,"Open Space Fund; 1% (minimum) of real property tax revenues for open space, natural resources, cultural resources, and scenic views",Property tax,,Open space,"$20,000,000 ","$20,000,000 ","$20,000,000 ","$20,000,000 ",yes,Pass,"25,818","9,596","35,414",72.90%,27.10%,Charter Amendment,no,,,15009,15009,15009
6238,Kauai County,HI,County,11/5/2002,Question 1; .5% of existing property tax revenues earmarked for open space,Property tax,,Open space,"$5,000,000 ","$5,000,000 ","$5,000,000 ","$5,000,000 ",yes,Pass,"14,387","5,322","19,709",73.00%,27.00%,Charter Amendment,no,,,15007,15007,15007
6207,St. Lucie County,FL,County,11/5/2002,"Parks Referendum; create MSTU and 20-year, .25 mill property tax increase to purchase parks, open space, trails and recreational land",Property tax,,"Parks, open space, trails, recreation","$56,900,000 ","$2,200,000 ","$56,900,000 ","$2,200,000 ",yes,Pass,"32,658","30,409","63,067",51.78%,48.22%,,yes,2022,,12111,12111,12111
6213,Collier County,FL,County,11/5/2002,"10-year, .25 mill property tax increase to preserve open space, focusing on biological value and accessibility",Bond,,Open space,"$75,000,000 ","$63,750,000 ","$75,000,000 ","$63,750,000 ",yes,Pass,"46,192","31,864","78,056",59.18%,40.82%,,yes,2012,,12021,12021,12021
6214,Flagler County,FL,County,11/5/2002,"Clean Water and Environmentally Sensitive Land Preservation; Bond for environmentally-sensitive land, water recharge, parks",Bond,,"Watershed protection, parks","$6,700,000 ","$6,700,000 ","$6,700,000 ","$6,700,000 ",yes,Pass,"18,217","6,376","24,593",74.07%,25.93%,,no,,,12035,12035,12035
6216,Palm Beach County,FL,County,11/5/2002,"Bond for parks, recreation, cultural facilities, including acquisition of coastal properties and parks",Bond,,"Parks, recreation, open space","$50,000,000 ","$6,000,000 ","$50,000,000 ","$6,000,000 ",yes,Pass,"210,113","126,579","336,692",62.41%,37.59%,,no,,,12099,12099,12099
6172,Westbrook,CT,Municipal,1/24/2002,Open Space Question; Bond for open space protection,Bond,,open space,"$2,200,000 ","$2,200,000 ","$2,200,000 ","$2,200,000 ",yes,Pass,563,91,654,86.09%,13.91%,,no,,,900781680,900781680,
6173,Watertown,CT,Municipal,5/3/2002,Bond to purchase parcel on Bunker Hill Road,Bond,,open space,"$2,000,000 ","$2,000,000 ",,,no,Fail,,,,,,38/62,no,,,900580490,900580490,
6175,Middletown,CT,Municipal,11/5/2002,Bond for open space protection and parks,Bond,,"open space, parks","$3,000,000 ","$2,500,000 ","$3,000,000 ","$2,500,000 ",yes,Pass,"5,824","2,100","7,924",73.50%,26.50%,,no,,,900747360,900747360,
7594,Cheshire,CT,Municipal,11/5/2002,"Bond for acquisition of land for recreational, open space, conservation, educational and municipal purposes",Bond,,"Open space, recreation","$3,000,000 ","$3,000,000 ","$3,000,000 ","$3,000,000 ",yes,Pass,"6,095","3,505","9,600",63.49%,36.51%,,no,,,900914160,900914160,
6109,Bent County,CO,County,11/5/2002,"30-year, 1.5 mill property tax to create the Lower Arkansas Valley Water Conservancy District",Property tax,,watershed protection,"$1,600,000 ",,"$1,600,000 ",,yes,Pass,"1,013",835,"1,848",54.82%,45.18%,,yes,2032,,8011,8011,8011
6110,Crowley County,CO,County,11/5/2002,"30-year, 1.5 mill property tax to create the Lower Arkansas Valley Water Conservancy District",Property tax,,Watershed protection,"$1,200,000 ",,"$1,200,000 ",,yes,Pass,831,426,"1,257",66.11%,33.89%,,yes,2032,,8025,8025,8025
6112,Eagle County,CO,County,11/5/2002,"Open Space Ballot Question, 22-year, 1.5 mill property tax increase for open space acquisition and preservation",Property tax,,Open space,"$65,000,719 ","$65,000,719 ","$65,000,719 ","$65,000,719 ",yes,Pass,"5,658","5,607","11,265",50.23%,49.77%,,yes,2024,,8037,8037,8037
6113,Fort Collins,CO,Municipal,11/5/2002,"Citizen Initiated Ordinance 1; 25-year, .25 % sales tax extension for open space, wildlife habitat, recreation areas",Sales tax,,"open space, recreation","$150,000,000 ","$120,000,000 ","$150,000,000 ","$120,000,000 ",yes,Pass,"25,842","13,754","39,596",65.26%,34.74%,,yes,2027,,827425,827425,
6140,Hyland Hills Park and Recreation District,CO,Special District,5/7/2002,Property tax for park improvements and open space acquisition,Property tax,,"parks, open space","$18,000,000 ","$4,000,000 ","$18,000,000 ","$4,000,000 ",yes,Pass,"1,799",693,"2,492",72.19%,27.81%,,no,,,,,
6141,Louisville,CO,Municipal,11/5/2002,"Issue 2D; 10-year, .375 % sales tax extension for open space, trails, parks",Sales tax,,"open space, trails, parks","$15,000,000 ","$15,000,000 ","$15,000,000 ","$15,000,000 ",yes,Pass,"4,861","2,789","7,650",63.54%,36.46%,,yes,2012,,846355,846355,
6142,Otero County,CO,County,11/5/2002,"30-year, 1.5 mill property tax to create the Lower Arkansas Valley Water Conservancy District",Property tax,,watershed protection,"$1,600,000 ",,"$1,600,000 ",,yes,Pass,"3,973","1,962","5,935",66.94%,33.06%,,yes,2032,,8089,8089,8089
6143,Ouray County,CO,County,11/5/2002,"Open Space and Historical Preservation Measure; 12-year, 1% use tax on building materials for conservation, acquisition and protection of open space.",Other,Building materials use tax,open space,"$1,080,000 ","$1,080,000 ",,,no,Fail,896,960,"1,856",48.28%,51.72%,,no,,,8091,8091,8091
6144,Prowers County,CO,County,11/5/2002,"30-year, 1.5 mill property tax to create the Lower Arkansas Valley Water Conservancy District",Property tax,,Watershed protection,"$1,600,000 ",,"$1,600,000 ",,yes,Pass,"2,432","1,341","3,773",64.46%,35.54%,,yes,2032,,8099,8099,8099
6145,Pueblo County,CO,County,11/5/2002,"30-year, 1.5 mill property tax to create the Lower Arkansas Valley Water Conservancy District",Property tax,,Watershed protection,"$34,000,000 ",,"$34,000,000 ",,yes,Pass,"29,119","17,680","46,799",62.22%,37.78%,,yes,2032,,8101,8101,8101
9357,Telluride,CO,Municipal,11/5/2002,"Question A, Bond issue for acquisition of open space on the South Side of the Valley Floor in the Telluride region",Bond,,"Open space, parks","$4,360,000 ","$4,360,000 ","$4,360,000 ","$4,360,000 ",yes,Pass,505,326,831,60.77%,39.23%,,no,,,876795,876795,
6084,Oakland,CA,Municipal,11/5/2002,Measure DD; bond measure for water quality projects and open space,Bond,,"Watershed protection, open space","$198,250,000 ","$50,000,000 ","$198,250,000 ","$50,000,000 ",yes,Pass,"70,613","17,613","88,226",80.04%,19.96%,2/3 needed,no,,,653000,653000,
6086,Santa Monica Mountains Open Space Preservation Assessment District 1,CA,Special District,8/1/2002,Special assessment and bond to acquire and protect open space in the Santa Monica Mountains,Other,Benefit assessment,Open space,"$25,600,000 ","$25,600,000 ","$25,600,000 ","$25,600,000 ",yes,Pass,,,,,,77% to 23%,no,,,,,
6087,Santa Monica Mountains Open Space Preservation Assessment District 2,CA,Special District,8/1/2002,Special assessment and bond to acquire and protect open space in the Santa Monica Mountains,Other,Benefit assessment,Open space,,,,,yes,Pass,,,,,,Funds are counted in District 1 68% to 32%,no,,,,,
6088,California,CA,State,3/5/2002,"Proposition 40; bond for clean water, air, parks and coastal protection",Bond,,"Parks, watershed protection","$2,600,000,000 ","$2,300,000,000 ","$2,600,000,000 ","$2,300,000,000 ",yes,Pass,"2,769,178","2,101,516","4,870,694",56.85%,43.15%,,no,,,6,6,6
6089,California,CA,State,11/5/2002,"Proposition 50; bond to fund a variety of water projects, including coastal land protection",Bond,,Watershed protection,"$3,440,000,000 ","$1,500,000,000 ","$3,440,000,000 ","$1,500,000,000 ",yes,Pass,"3,808,594","3,076,333","6,884,927",55.32%,44.68%,,no,,,6,6,6
6090,California,CA,State,11/5/2002,Proposition 51; 30% of state revenues collected on motor vehicle tax to be allocated for transportation programs and land conservation,Other,Motor vehicle tax,Open space,"$20,000,000,000 ","$2,000,000,000 ",,,no,Fail,"2,774,539","3,922,590","6,697,129",41.43%,58.57%,,no,,,6,6,6
6091,Valley Center Park and Recreation District,CA,Special District,11/5/2002,"Proposition GG; $14 per parcel tax increase to acquire open space, parks and recreation, $330,000/yr",Other,Parcel tax,"open space, parks, recreation","$6,600,000 ","$6,600,000 ",,,no,Fail,"2,324","1,490","3,814",60.93%,39.07%,"Requires 2/3rds approval, San Diego County",no,,,,,
9954,Carlsbad,CA,Municipal,11/5/2002,Establishes the authority to spend more than $1 million on capital projects including open space acquisition,Other,Budget allocation,"Open space, trails",,,,,yes,Pass,"14,830","10,010","24,840",59.70%,40.30%,San Diego County,no,,,611194,611194,
6068,Coconino County,AZ,County,11/5/2002,"10-year, 1/8¢ sales tax increase to protect wetlands, forests, open space, park and trail improvements",Sales tax,,"Watershed protection, open space, forests, parks, trails","$33,000,000 ","$19,800,000 ","$33,000,000 ","$19,800,000 ",yes,Pass,"18,659","11,582","30,241",61.70%,38.30%,,no,,,4005,4005,4005
6054,Anchorage,AK,Municipal,4/2/2002,Proposition E; Bond measure for recreation areas,Bond,,Recreation,"$1,600,000 ","$1,600,000 ",,,no,Fail,"14,170","20,879","35,049",40.43%,59.57%,,no,,,203000,203000,
6931,Laramie County,WY,County,11/4/2003,"Proposition 3, Portion of 1% sales tax increase for Greater Cheyenne Greenway",Sales tax,,greenways,"$4,500,000 ","$1,000,000 ","$4,500,000 ","$1,000,000 ",yes,Pass,"11,826","7,720","19,546",60.50%,39.50%,,no,,,56021,56021,56021
6900,Salt Lake City,UT,Municipal,11/4/2003,"City Proposition No. 4, Bond for open spaces, parks, recreational lands",Bond,,"open space, parks, recreation","$5,400,000 ","$5,400,000 ","$5,400,000 ","$5,400,000 ",yes,Pass,"28,525","11,533","40,058",71.21%,28.79%,,no,,,4967000,4967000,
6869,Bexar County,TX,County,11/4/2003,"Proposition 3, Bond for acquisition and improvement of parks, recreation",Bond,,"Parks, recreation","$5,925,000 ","$3,700,000 ","$5,930,000 ","$3,700,000 ",yes,Pass,"35,318","25,103","60,421",58.45%,41.55%,,no,,,48029,48029,48029
6870,Collin County,TX,County,11/4/2003,"Proposition 2, Bond for open space acquisition, improvements",Bond,,open space,"$11,000,000 ","$5,500,000 ","$11,000,000 ","$5,500,000 ",yes,Pass,"5,880","3,487","9,367",62.77%,37.23%,,no,,,48085,48085,48085
6871,Dallas,TX,Municipal,5/3/2003,"Proposition 2, Bond for neighborhood and community parks, playground, recreational facilities.",Bond,,"parks, recreation","$57,265,686 ","$42,874,109 ","$57,265,686 ","$42,874,109 ",yes,Pass,"73,861","16,117","89,978",82.09%,17.91%,,no,,,4819000,4819000,
6872,Dallas,TX,Municipal,5/3/2003,"Proposition 11, Bond for citywide parks, recreation facilities",Bond,,"parks, recreation","$43,229,106 ","$3,667,144 ","$43,229,106 ","$3,667,144 ",yes,Pass,"65,843","19,967","85,810",76.73%,23.27%,,no,,,4819000,4819000,
6873,Harlingen,TX,Municipal,9/13/2003,"Proposition 2, Bond for acquiring, constructing, improving city parks",Bond,,parks,"$7,265,000 ","$3,632,500 ",,,no,Fail,"1,744","2,194","3,938",44.29%,55.71%,Cameron County,no,,,4832372,4832372,
6874,Missouri City,TX,Municipal,9/13/2003,"Proposition 2, Bond for acquiring, improving, studying parks",Bond,,parks,"$15,550,000 ","$395,000 ","$15,550,000 ","$395,000 ",yes,Pass,"17,989","9,893","27,882",64.52%,35.48%,,no,,,4848804,4848804,
6875,San Antonio,TX,Municipal,11/4/2003,"Proposition 4, Bond for acquisition and improvement of parks, recreation",Bond,,"parks, recreation","$27,200,000 ","$3,889,124 ","$27,200,000 ","$3,890,000 ",yes,Pass,"30,962","20,894","51,856",59.71%,40.29%,,no,,,4865000,4865000,
6862,Hilton Head Island,SC,Municipal,11/4/2003,"Bond for land acquisition, preservation of historic sites, open space",Bond,,open space,"$15,000,000 ","$15,000,000 ","$15,000,000 ","$15,000,000 ",yes,Pass,"3,685",729,"4,414",83.48%,16.52%,,no,,,4534045,4534045,
6817,East Hempfield Township,PA,Municipal,11/4/2003,.06% earned income tax to preserve open space,Income tax,,open space,"$6,960,000 ","$6,960,000 ",,,no,Fail,"1,617","1,846","3,463",46.69%,53.31%,Lancaster Co,no,,,4207121232,4207121232,
6818,East Nantmeal Township,PA,Municipal,11/4/2003,.25% earned income tax increase for open space,Income tax,,Open space,"$2,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",yes,Pass,295,218,513,57.50%,42.50%,Chester Co,no,,,4202921576,4202921576,
6819,East Nottingham Township,PA,Municipal,11/4/2003,.5% earned income tax increase for open space,Income tax,,open space,"$9,260,700 ","$9,260,700 ",,,no,Fail,413,596,"1,009",40.93%,59.07%,Chester Co,no,,,4202921624,4202921624,
6820,Hellam Township,PA,Municipal,11/4/2003,".3 mill property tax for farmland, forests, recreation, scenic areas, open space",Property tax,,"farmland, forests, watershed protection, open space, recreation","$1,800,000 ","$1,800,000 ",,,no,Fail,315,492,807,39.03%,60.97%,York County,no,,,4213333728,4213333728,
6821,Londonderry Township,PA,Municipal,11/4/2003,.25% earned income tax increase for open space,Income tax,,open space,"$1,340,000 ","$1,340,000 ","$1,340,000 ","$1,340,000 ",yes,Pass,217,125,342,63.45%,36.55%,Chester Co,no,,,4202944456,4202944456,
6822,London Grove Township,PA,Municipal,11/4/2003,.25% earned income tax increase for open space,Income tax,,open space,"$5,295,000 ","$5,295,000 ",,,no,Fail,688,713,"1,401",49.11%,50.89%,Chester Co,no,,,4202944480,4202944480,
6823,Lower Oxford Township,PA,Municipal,11/4/2003,.5% earned income tax increase for open space,Income tax,,open space,"$6,000,000 ","$6,000,000 ","$6,000,000 ","$6,000,000 ",yes,Pass,288,187,475,60.63%,39.37%,Chester Co,no,,,4202945040,4202945040,
6824,Montgomery County,PA,County,11/4/2003,"County Open Space Referendum, Bond for open space, farmland, historic preservation, wildlife habitat, natural resources",Bond,,"open space, farmland, wildlife habitat","$150,000,000 ","$112,500,000 ","$150,000,000 ","$112,500,000 ",yes,Pass,"104,073","29,987","134,060",77.63%,22.37%,,no,,,42091,42091,42091
6825,Upper Oxford Township,PA,Municipal,11/4/2003,.5 percent earned income tax increase for open space,Income tax,,open space,"$3,423,020 ","$3,423,020 ","$3,423,020 ","$3,423,020 ",yes,Pass,233,202,435,53.56%,46.44%,Chester Co,no,,,4202979208,4202979208,
6826,Upper Providence Township,PA,Municipal,5/20/2003,"Bond for open space, conservation easements, recreational land",Bond,,"open space, recreation","$6,000,000 ","$6,000,000 ","$6,000,000 ","$6,000,000 ",yes,Pass,"1,444",767,"2,211",65.31%,34.69%,Delaware Co,no,,,4204579248,4204579248,
6827,Warwick Township,PA,Municipal,5/20/2003,".25% earned income tax increase for open space, agricultural lands",Income tax,,"open space, farmland","$1,700,000 ","$1,700,000 ","$1,700,000 ","$1,700,000 ",yes,Pass,179,139,318,56.29%,43.71%,Chester Co,no,,,4202981160,4202981160,
6828,West Brandywine Township,PA,Municipal,11/4/2003,.125% earned income tax increase for open space,Income tax,,open space,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",yes,Pass,767,665,"1,432",53.56%,46.44%,Chester Co,no,,,4202982576,4202982576,
6829,West Sadsbury,PA,Municipal,11/4/2003,.2% earned income tax increase for open space,Income tax,,open space,"$1,420,000 ","$1,420,000 ","$1,420,000 ","$1,420,000 ",yes,Pass,169,152,321,52.65%,47.35%,Chester Co,no,,,4202983968,4202983968,
9846,South Abington Township,PA,Municipal,11/4/2003,"Bond for open space, parks and recreation",Bond,,"Open space, parks, recreation","$1,250,000 ","$1,250,000 ","$1,250,000 ","$1,250,000 ",yes,Pass,832,670,"1,502",55.39%,44.61%,Lackawanna County,no,,,4206971872,4206971872,
6765,Wickliffe,OH,Municipal,11/4/2003,"Bond for purchasing, improving golf course",Bond,,recreation,"$2,500,000 ","$2,500,000 ","$2,500,000 ","$2,500,000 ",yes,Pass,"2,265","1,061","3,326",68.10%,31.90%,,no,,,3985036,3985036,
6766,West Chester Township,OH,Municipal,11/4/2003,"1.95 mill property tax for park acquisition, development, operations, and maintenance",Property tax,,parks,"$65,000,000 ","$19,500,000 ",,,no,Fail,"4,590","6,340","10,930",41.99%,58.01%,,no,,,3958149,3958149,
6767,Fairfield County Historical Parks District,OH,County,11/4/2003,"10-year, .5 mill property tax (additional) to acquire, operate, maintain historic parks, natural areas",Property tax,,"parks, open space, wildlife habitat","$13,000,000 ","$6,500,000 ",,,no,Fail,"13,972","17,568","31,540",44.30%,55.70%,,no,,,39045,39045,39045
6768,Boardman Township Park District,OH,Municipal,11/4/2003,"5-year, .3 mill property tax (renewal) levy for purchasing, maintaining, improving parks",Property tax,,parks,"$1,210,000 ","$605,000 ","$5,242,000 ","$2,620,000 ",yes,Pass,"5,564","4,563","10,127",54.94%,45.06%,,no,2008,,3909907468,3909907468,
6705,Red Hook,NY,Municipal,10/7/2003,"Bond for open space, farmland",Bond,,"open space, farmland","$3,500,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",yes,Pass,897,186,"1,083",82.83%,17.17%,,no,,,3602760905,3602760905,
6706,Livonia,NY,Municipal,5/23/2003,Bond to expand park,Bond,,parks,"$600,000 ","$600,000 ",,,no,Fail,246,251,497,49.50%,50.50%,Livingston County,no,,,3605142961,3605142961,
6707,Huntington,NY,Municipal,11/4/2003,"Bond for open space, park improvements",Bond,,"open space, parks","$30,000,000 ","$20,000,000 ","$30,000,000 ","$20,000,000 ",yes,Pass,"17,639","9,052","26,691",66.09%,33.91%,,no,,,3610337000,3610337000,
6708,Goshen,NY,Municipal,11/4/2003,"Bond for open space, farmland",Bond,,"open space, farmland","$10,000,000 ","$10,000,000 ",,,no,Fail,"1,300","1,510","2,810",46.26%,53.74%,,no,,,3607129553,3607129553,
